,Names,real
6710,ساجد نسيم خالص,1
6711,فهقة حافظ شديد,0
6712,ردينة ئواىئل كي,0
6713,شاهرة أشرم عبدالمجيد,1
6714,فبائقثة ظا شديد,0
6715,أغلب عبده غنيم,1
6716,بطاح مسلم حميد,1
6717,بازعة إياس قثم,1
6718,جوى يعقوب مدحة,1
6719,مكمو معلوف فرتع,0
6720,أسعد جمال مدلج,1
6721,رفاعة نواف سلامة,1
6722,فحي فارع وجخةىد,0
6723,رشوان ذعار حكيم,1
6724,غوار لبيب مؤيد,1
6725,يسرى عزت نجدة,1
6726,فاتح نجم الدين صافي,1
6727,متام جنةئ ذاكر,0
6728,ئةق حاثفبظ شديد,0
6729,أمل حازم بطاح,1
6730,رفعة ضاري حارب,1
6731,فضاتئقة حف شديد,0
6732,فاهي بلاس قطب,0
6733,صعفء رسول أوس,0
6734,أريب مدحة حسون,1
6735,افضئةكق حافظ شي,0
6736,ساطع حسني غفار,1
6737,سندس اضهئ غيث,0
6738,ريفان ركان صادح,1
6739,ناهد نوفل أزهر,1
6740,ئةق حافظ شؤديلد,0
6741,ردينة صاعد مهدي,1
6742,بارح عجاج جازم,1
6743,سحر داود حازم,1
6744,فخاق حافظ شديد,0
6745,يمنى ثهير بتلا,0
6746,وشليفةة مي ارضئ,0
6747,فائقة اظىف شديد,0
6748,ةاظئفقة حافظ يد,0
6749,فصائتقة فظ شديد,0
6750,غلا عجاج وائل,1
6751,جوري عبدالرشيد باسط,1
6752,افئةق جؤفظ شديد,0
6753,أيهم نصيف عبدالكريم,1
6754,تناي قابس ارضي,0
6755,فاة حؤافعظ شديد,0
6756,ىفائقمة ظف شديد,0
6757,موزة عبدالرحيم عامر,1
6758,يشسيرى فات فارس,0
6759,كبرى مخلد لماح,1
6760,صادر مهدي أشرف,1
6761,مسفرة حمد سةأة,0
6762,فائقة ؤحفءظا شد,0
6763,ظفار طامح جدعان,1
6764,ساري رئيف ظفير,1
6765,خبضش يحرد ركين,0
6766,فائقة احطظاف يد,0
6767,شفيق مسلمة جدعان,1
6768,لاجروي عبدربه مياش,0
6769,رامز باسط عبدالصمد,1
6770,حنيفة عكلة غانم,1
6771,شهد رفسا أوس,0
6772,التطر برد عبدالجميل,0
6773,فانئكقة فظ شديد,0
6774,فائقة اعفظ دشدي,0
6775,فائقة ضااح شديد,0
6776,ريا ذاكر مهدي,1
6777,فقة حافظ شظديءد,0
6778,يسرا تائب عاطف,1
6779,عبدالحميد نافع عفان,1
6780,فاتح صفوان خليل,1
6781,فائقة اظ دنيشاد,0
6782,فداقىةئ اظ شديد,0
6783,أفنان زاخر شماخ,1
6784,جندل عرفة صارم,1
6785,ىو بظاههر عمير,0
6786,صفا ؤيهإ مرحب,0
6787,بسمة مرشدي أسعد,1
6788,جوري قداح حمدان,1
6789,دعيج بشر فؤاد,1
6790,أخطب بشار صباح,1
6791,أغاريد محرز رشيد,1
6792,سجى رسيم برد,1
6793,أنوار ؤبسلكا حسي,0
6794,فائأقاة احظف شد,0
6795,فئة فثحاجظ شديد,0
6796,فائقة احظش شديد,0
6797,يلطفة فثاروصق سي,0
6798,سحر سمهلةعم را,0
6799,سان طيف فرعفاضة,0
6800,رضا عطا دغيم,1
6801,عكرمة نجدت نواف,1
6802,رضوان عبدالعزيز أوس,1
6803,صمد مازن أهيم,1
6804,باسطة ؤعوس نمر,0
6805,رزينة سويد فاضل,1
6806,شذى ربهنا نمءب,0
6807,ئفاقة حغافأظ يد,0
6808,جكهاتين خيي عبده,0
6809,لميس نشأت تامر,1
6810,غافر كنان عبدالحق,1
6811,فائ محافلظ شديد,0
6812,فائقة خاإظ يشدد,0
6813,جإللا عبداقدآر غافر,0
6814,شوق حمدان جهسر,0
6815,إسماعيل شبيب رضوان,1
6816,ذاصئ حافظ شديد,0
6817,وفاء كسري يخولد,0
6818,هدير داوود عبدالرؤوف,1
6819,رني اسجم قوبسيم,0
6820,نجوانة عرامن حسنم,0
6821,عذاري مجاور عدي,1
6822,إسحاق خلدون ثائر,1
6823,يارا أمية شادي,1
6824,نآهفال في منهل,0
6825,فائقة حافظ دؤإد,0
6826,نجيحة عمر صباح,1
6827,رمزية صلاح الدين ركان,1
6828,رو عةرولة ونرا,0
6829,فائقة حاعظ ديشد,0
6830,حصة ال أموحبؤب,0
6831,جفاشئقة حافظ شد,0
6832,سمعان نجم الدين مناف,1
6833,حاشد بارع مرزوق,1
6834,عبدالمنان نذير فريج,1
6835,مه فبرحهات تقي,0
6836,سعيدة رهيف داوود,1
6837,نادية هسرس نبيه,0
6838,أم اصدع خنصتوح,0
6839,أوس عبدالله سداد,1
6840,فاق كحشافظ شديد,0
6841,فاخئعقة حظ شديد,0
6842,قجشي مكلا مصباح,0
6843,ذياب رديف العابدين,1
6844,سعاد رائف ساجي,1
6845,فجر علرقيب رهأيهف,0
6846,عفائققة حافظ شي,0
6847,حمدان حسن سيار,1
6848,فئقا حافظ شديد,0
6849,سالم سعود ذعار,1
6850,عفيف أكرم شداد,1
6851,عمر عارف فاضل,1
6852,دحام عبدالرقيب مغوار,1
6853,تماني ازجم سةهر,0
6854,فغائآقة فظ دشدي,0
6855,ماطبثكة بي هود,0
6856,رجندسج بوة قطب,0
6857,غائه احظف شديد,0
6858,عازم سميع تمام,1
6859,تيم دعيج راسخ,1
6860,رجيحة راغد ذياب,1
6861,ليلى رغيد أنعم,1
6862,أيسر أبان وسيم,1
6863,افاقئدة حافظ شد,0
6864,بم سدأومي رمضان,0
6865,سمة أجيد أيهم,1
6866,البندري أويس راغد,1
6867,فائقة فءاظ شديد,0
6868,فائقة حاؤفوظ شد,0
6869,ربحي سعد همام,1
6870,نسيم رائض بليغ,1
6871,حيدر شمس الدين عبدالملك,1
6872,فائقة حا إشديصد,0
6873,بطرس مظهر عقال,1
6874,تالا فكري نضال,1
6875,لثميابء دريد بد,0
6876,رسيمة محيا قابس,1
6877,فائؤقدة اف شديد,0
6878,ئفىاقلة حافظ يد,0
6879,بة أزةوظر فخر,0
6880,تميم كهلان مشرف,1
6881,سميع قائد سيار,1
6882,با رفاخعآي أمين,0
6883,غسان أبان رباح,1
6884,تالا نظمي وائل,1
6885,صمد أبان منصور,1
6886,فائقة افحظ شديد,0
6887,ائة قحاغفظ شديد,0
6888,بشر باسط مدرك,1
6889,سيد رافي عبدالرشيد,1
6890,حسين عروة فطين,1
6891,سآلطاؤن فتوح اس,0
6892,سلمان نجيب رافد,1
6893,أخزم باسط عبدالعظيم,1
6894,راحل فوزي ازره,0
6895,أنغام أدعج مخلد,1
6896,مريم بقدااح كن,0
6897,عبدالودود فالح عبدالكريم,1
6898,رشيد مطير حواس,1
6899,راجح مزاحم ضرام,1
6900,عيد نصر إسحاق,1
6901,البراء رائض رزين,1
6902,ناهية سلمان رائف,1
6903,وسن عاكف دمدي,0
6904,نهباآل بكر كل,0
6905,فائقة دحاشفظ دي,0
6906,افقئة ثحاهفظ دد,0
6907,فاتن عايض قسام,1
6908,زيدان ساعد عابد,1
6909,نسرين أكرم كاسر,1
6910,أمنية اءحئمز غا,0
6911,عبدربه بشارة جرير,1
6912,برا غداسأد سيف,0
6913,ساهر منان قطامي,1
6914,جئغفاقة حظ شديد,0
6915,ساجد مشاري زيدون,1
6916,بهاء عواد مدرك,1
6917,افقة حافظ شديد,0
6918,فالئرقة حافظ دش,0
6919,متارض فهيم شاهر,0
6920,فقة وحافاظ دشدي,0
6921,فتئة حافظ شديد,0
6922,افقئة حف شثدءيد,0
6923,لبانة اعدئ شتاق,0
6924,ساري لقمان مستور,1
6925,رنيم مدثر مدثر,1
6926,حسن مسيب ثائر,1
6927,ظتول مرزح معتصم,0
6928,ةتمأرةا لق رعد,0
6929,عطتة عالين كاسب,0
6930,عاطف نوار مخلص,1
6931,سامية سيد زين,1
6932,فائقة حافظ يصشت,0
6933,سمية أيوب خطاب,1
6934,أطياف همام سهيل,1
6935,الخضر عبدالودود شكور,1
6936,اذنشراأف مبى ظاهر,0
6937,عقبة أيهم مرشد,1
6938,سهل حصيف مجدي,1
6939,سعاد ماجد سلمان,1
6940,فائقة هحجف شديد,0
6941,طفة ععقادل نوح,0
6942,أميمة حزم عميد,1
6943,ثنيان قتادة سامح,1
6944,شاهدة شكري عايض,1
6945,فءاق حافظ شددي,0
6946,طاهر مديد مخلص,1
6947,نس دءأمفغ معصوم,0
6948,دانا لرعحمي بشة,0
6949,أمين مسلمة ظافر,1
6950,رشيق عكاشة ثنيان,1
6951,صارم قابس شوكت,1
6952,ائق انحغظف شديد,0
6953,فاق حائفرظ شديد,0
6954,شاهرة رجاء رائد,1
6955,مناصف وسيم رافد,1
6956,نوف عا فضغجنرف,0
6957,فضائقضة حظ شديد,0
6958,رزين المثنى جلال,1
6959,زاهية صلاح يزيد,1
6960,دينا زين بندر,1
6961,ثناء عدي عمار,1
6962,لمى عميد زآلق,0
6963,موزة شيبة عيسى,1
6964,فائقة محمظ شديد,0
6965,افقئة اعفظ شديد,0
6966,فائقة حافظ دشغد,0
6967,نطاا بشير عتابة,0
6968,دانيا مسلمة صادر,1
6969,فيصة أر دعدروة,0
6970,فائقة احرظآف شد,0
6971,فئة احظف شدييدد,0
6972,ىفاحئقة فظ شديد,0
6973,حجاب فيصل خويلد,1
6974,مسفبردة نش اسبق,0
6975,فتائقآة حافظ دي,0
6976,صاعد أخطب فليح,1
6977,نورس هيثم رابح,1
6978,فئا حاىفذظ شديد,0
6979,خالد أشقر ميثم,1
6980,جيهان زيدان باسق,1
6981,فاق حافظ دسشدلي,0
6982,بشير عياش ساطع,1
6983,موزة هاجد همويب,0
6984,أدعج أبان عبدالحفيظ,1
6985,ائق حافظ ئدشذدي,0
6986,مناير عبدالرحيم مرتضى,1
6987,فيح ثابت رةعافدت,0
6988,فةائغقة حافظ شي,0
6989,إدراك عبدالحفيظ تميم,1
6990,باسق عديل عرفات,1
6991,ساهد ثائب لبيب,1
6992,هبتتول منقذ صت,0
6993,عيدة هاني ثروت,1
6994,فردوس عبدي عبدالخالق,1
6995,فروإ عدالبله فاخر,0
6996,رضوى رب مهآاؤب,0
6997,هد عبدالحق آمعكين,0
6998,افئةق حافظ شئءد,0
6999,كاظمة لطفي عطاء,1
7000,عبدالهادي حسنين كليب,1
7001,جل إعجءرف أيوب,0
7002,باهر دعيج سامر,1
7003,فاذئقنة حظ شديد,0
7004,فئجق حافظ شديد,0
7005,نفادئقة حا ديشد,0
7006,لؤلؤة لؤي مؤيد,1
7007,أنهار منان بديع,1
7008,غامر مشتحافق ما,0
7009,فائقة حاءفبظ يد,0
7010,بشاير نزيه عمرو,1
7011,فئاةق حافظ شظدء,0
7012,أكمل فاتح غالي,1
7013,ظاهر عطا داني,1
7014,فاق أاحظلف شديد,0
7015,ائق حافظ دؤشدفي,0
7016,بانة خالص مجتبى,1
7017,فائقة صحاف شديد,0
7018,اقة افحظ ؤشديةد,0
7019,جساس ناشر سعد,1
7020,زبيدة راتب عفان,1
7021,أدعج صمد عبدالجليل,1
7022,أزهار ناصيف فيصل,1
7023,رس طعبادلبذاقأي بهلول,0
7024,شاهد فهمي موفق,1
7025,فاقةئ ضافظ شديد,0
7026,فوزية طلال ساجي,1
7027,أسرار شفطع يلان,0
7028,صائن معصوم عباد,1
7029,تيماء صعكب عنمي,0
7030,عفائةقة فظ ديشد,0
7031,وسيمة عبدو سلامة,1
7032,جمئيتلة مدلج مار,0
7033,حسن كليم مجيب,1
7034,حية عمايرآة نبال,0
7035,ناهد عتابة مهيب,1
7036,بتسرمة في رعد,0
7037,بشار كلاب زاهر,1
7038,أغيد ناصف رضي,1
7039,ساجر حارب رجب,1
7040,فاآئؤقة افحظ شي,0
7041,هيرد ججازهم تية,0
7042,زاكي جاسم سالم,1
7043,فائقة رحبظ يشدد,0
7044,زهراء عقيل عبدالله,1
7045,سمة حيدر علاء الدين,1
7046,فقة قاحعظف شديد,0
7047,عبدالرشيد عياش حماد,1
7048,أميرة عراب حاشد,1
7049,عبدالمنان معتوق فواز,1
7050,رباح مطيع حكيم,1
7051,سجى درغام لوفي,0
7052,فائقة سعيد رائف,1
7053,إنية برحي رجب,0
7054,بهجت راجح اسلم,1
7055,شهم مبخوت أحنف,1
7056,صدام باتل راكان,1
7057,صفا حواس جبر,1
7058,رافق عبدالقادر قدامة,1
7059,فائقة لحافزظ يد,0
7060,صنمالفص أب عراد,0
7061,عفاف ثفةا سعد,0
7062,أميرة كليب أمير,1
7063,ئقة حافظ شطديتد,0
7064,تماضر قفشبعي جل,0
7065,فائقة زءفظ دشدي,0
7066,ود بشارة صسمهام,0
7067,جمال نجم الدين مطير,1
7068,ذباح عبدالقيوم صاعد,1
7069,فائ حطافنظ دشدي,0
7070,فتحية سارح أسامة,1
7071,ظافرة رسول معتصم,1
7072,خفحق حافظ شديد,0
7073,جويرية مشعل قيس,1
7074,ولهانة زيدون ضاوي,1
7075,عبدالودود صدام نظير,1
7076,جيداء كليب سلطان,1
7077,إياس أشجع نوح,1
7078,جامع سمعان طريف,1
7079,عبدالملك ثنيان شعبان,1
7080,لن عتتاخبة فضل,0
7081,رعفيدعة كرم هم,0
7082,ائة حاآفبظ شديد,0
7083,فئق حافظ حيشدتد,0
7084,جنى عكلة حسون,1
7085,سالم نجاد زكريا,1
7086,غلام ناشد نذير,1
7087,هناد تداغلاءم عوض,0
7088,سعدة ربيع شاهر,1
7089,انتظار فارع آدم,1
7090,حوضى قدة عخيياش,0
7091,مطاعة كاسب فطين,1
7092,بائقة ضافر شديد,0
7093,باسط أهيم رافي,1
7094,فؤائصقة حافظ شي,0
7095,حجر غفار رائض,1
7096,افق حسارفظ شديد,0
7097,انشراف رحأظ عدلي,0
7098,غة رغسةيم صقر,0
7099,بسام عقاب عبدي,1
7100,صابرة هريرة سفيان,1
7101,هيفاء دئاجوود يد,0
7102,زنة درؤيظد أيوب,0
7103,لين عدي جؤيه,0
7104,افقئة حاإف شديد,0
7105,شداد ثائر شيبان,1
7106,اركة كلاب ملهم,0
7107,سجى مجتبى فيض,1
7108,فائقة ظف ششديزد,0
7109,ذعار لماح عمارة,1
7110,مسك تصوافب سر,0
7111,سيعةد كموق بدر,0
7112,رؤى معاذ فهمي,1
7113,إمام مقبل نعمان,1
7114,ةفائزقة احظف شي,0
7115,فائقة حظ شدءيزد,0
7116,بادي أغلب كلاب,1
7117,زبير معتضد أهيم,1
7118,زاهي داود صديق,1
7119,اقة حابفرظ شديد,0
7120,فائقة ظف لشدئيد,0
7121,ساجي قطامي عبدالرحمن,1
7122,فئاةق حافظ شدآد,0
7123,بكري دحام مظهر,1
7124,عقاب راشد فخر,1
7125,سي لزطعفي رضا,0
7126,ميثاء ممدوح حفص,1
7127,لذة بهاء عفيف,0
7128,وليفة عيد كاسب,1
7129,عوف قثم منير,1
7130,صاعد مبخوت عدوان,1
7131,خكرءيا جابر ري,0
7132,نعيم خازن محمد,1
7133,فائقة اظحظ شديد,0
7134,أزور راشد إحسان,1
7135,فائق حافظ شديد,0
7136,ضاهر اسلم فخر,1
7137,فئاةق رحاصفظ دي,0
7138,فةق حافظ سشدبيد,0
7139,مضاوي بشر هلال,1
7140,لبنى فيصل منان,1
7141,فئة افحظ شقديند,0
7142,لتآا نزار بعدلامطبل,0
7143,صديق رابح طموح,1
7144,مغيثة عتابة فخر,1
7145,فوزية شهاب صدام,1
7146,فئا حافظ ةشديعد,0
7147,أاون عراب ثسةلطان,0
7148,ادة مذحمكد فارع,0
7149,ميادة رفاعة إموت,0
7150,نورا فاروق عبدي,1
7151,مديدة مرتجى خلف,1
7152,حائل حافظ دشدي,0
7153,راكان عراد جدعان,1
7154,صميم صمصام زيد,1
7155,حسان عقل باسل,1
7156,ال برد نلاعيف,0
7157,عنود غنضرف دمدل,0
7158,طلال مسفر حجر,1
7159,هنوف نايف أخزم,1
7160,بطاح غانم برد,1
7161,فائقة حافظ شخيد,0
7162,رنيم تيم عتاب,1
7163,اميرة شفمي فراس,0
7164,مؤهم يقوعب أنس,0
7165,حفاوئقة اظ دشدي,0
7166,خويلد تركي كلاب,1
7167,لؤؤلة عر يمثنان,0
7168,شبل فارع ساجع,1
7169,وتين كنان مرتجى,1
7170,خازن خزعل عزت,1
7171,عبدالحكيم إسحاق رأفت,1
7172,ضيف نادر غضنفر,1
7173,رشيق نجاد عوني,1
7174,لحيصاة مخلد اص,0
7175,شافي دغيم ريان,1
7176,دلال مفتاح عبدالحق,1
7177,فتيحة شاكر رسيم,1
7178,فةق وحىافظ شديد,0
7179,رفاعي لقمان معتوق,1
7180,عمارة سطام عروة,1
7181,ان ؤسوونيا طيف,0
7182,عبدالنور سرور عبدالحق,1
7183,هدى اكأل شمر,0
7184,أعاسيورر حت شهم,0
7185,ائق ظحافضظ دشدي,0
7186,رمزية شفيق عباد,1
7187,افئةق حافظ شريإ,0
7188,حرحاطلي صافي أه,0
7189,غيد ناصف شهم,1
7190,جمانة نعنما صسجد,0
7191,عيضة مجاهد عبدالنور,1
7192,جيداء عماد عبدالحكيم,1
7193,شيبة مجيد وسيم,1
7194,سرمد عبدالباسط كلاب,1
7195,فخر آدم ثبوذ,0
7196,ناهء وآديخع إسق,0
7197,أسد إبراهيم ظفير,1
7198,عباس نجدت هادي,1
7199,أنغام عدبدظلن يفهم,0
7200,قنوت براء قثم,1
7201,فئة حلظباف شديد,0
7202,يمثى علوان حكيم,0
7203,ةفائ احظف شديد,0
7204,تائب ساعف مارسيل,1
7205,تماضر عبيدة أغلب,1
7206,فاتح جبران شجاع,1
7207,جواد أريب صفوان,1
7208,منصفة تركي نوح,1
7209,عبدالباقي بهيج عديل,1
7210,عتابة عثمان صديق,1
7211,نورن صواؤبر اربح,0
7212,منار عبدربه عبداللطيف,1
7213,صادح عماد معلوف,1
7214,عميد أحمد غريب,1
7215,سيرين معاد سعدون,1
7216,قفائوقة حا دشدي,0
7217,عبدالعظيم طاهر عشير,1
7218,عدي شهيد شادي,1
7219,سميح جواد ليث,1
7220,فائقة حافظ ذدود,0
7221,عاطف تركي هشام,1
7222,إانعم فطين حميد,0
7223,بشارة شماخ نمر,1
7224,شاهكدخة رصين اض,0
7225,مارية صقر لبيد,1
7226,مارية جمال تراي,0
7227,أفكار ئعخد شاكر,0
7228,عدنان حازم مدرك,1
7229,رفيع مرسي جودة,1
7230,فائقة فحتا شديد,0
7231,افاة حافظ شديد,0
7232,داليا قصي جبران,1
7233,افئةق حافظ آشئي,0
7234,جابر عبدالمنعم فريج,1
7235,جحوسان نائل رنف,0
7236,ؤاظة ويسد بهلول,0
7237,فائقة حفظا إشيد,0
7238,رهام سامح حسام,1
7239,ءفاثئقة حظ يشدد,0
7240,مجييداء جبل دل,0
7241,عبدالحميد محسن محمود,1
7242,يارا عباد مجدي,1
7243,سادن رافق البراء,1
7244,غزيل حكيم كاظم,1
7245,سهام عبدالمطلب بكري,1
7246,صقر مهدي عبدالظاهر,1
7247,توفيق عبدالحميد رغيد,1
7248,دة رغبي ؤعرتيب,0
7249,فائقة اح ضشكديد,0
7250,رائف نضال سارح,1
7251,يمضا نصار آدم,0
7252,زايد صاعد سعد,1
7253,فقةق حافظ شديد,0
7254,صلاح فرحان قسيم,1
7255,عامر طريف شيبان,1
7256,فاة حكافهظ شيدد,0
7257,خوسةيءم حنظلة ثر,0
7258,فهائجقة احظف شي,0
7259,الجازي أحمد فالح,1
7260,رصينة طشافذي شر,0
7261,أسماء عتابة درغام,1
7262,افأئةتق حافظ شي,0
7263,بشاير ريان بسام,1
7264,إدريس رؤوف مشرف,1
7265,عبدالفتاح أشيم ملحم,1
7266,سرمد عبدالرحيم رسيم,1
7267,إمام داني أزور,1
7268,بكار قثم إمام,1
7269,باركة أهسرثع مع,0
7270,جازم سيف أسعد,1
7271,أكبر راضي قاهر,1
7272,مشاعل وكسيذم حو,0
7273,خأدئيجة يح قثم,0
7274,رصين مبرور تامر,1
7275,فائقة فح شؤدظيد,0
7276,سعاد مغر أكومكل,0
7277,فائقة حىاشفظ دي,0
7278,خباب مدثر شيبة,1
7279,غء كلام ثحسيظن,0
7280,فخاصئقة احظف شي,0
7281,فائقة فظ شاددري,0
7282,إسحاق خلدون جليل,1
7283,ناجدة فائز قادر,1
7284,عطا دعيج باهر,1
7285,شيماء رأفت باسل,1
7286,شاهرة سمير مناف,1
7287,افئةق حافظ شمعي,0
7288,خالص أعسر لبيد,1
7289,صفاء صقر هجرس,1
7290,سلامة حافظ معروف,1
7291,فائقة فحافبظ دش,0
7292,وشرق ضعبشيد لف,0
7293,ذئقة حافظ دشدي,0
7294,أكرم راسم سفيان,1
7295,رؤى وديع عبدالرشيد,1
7296,بشار كاظم ثنيان,1
7297,رافية زهير مسلم,1
7298,فقائة حةاظ شديد,0
7299,طامحة رائض شريح,1
7300,فائقة حابفصظ دش,0
7301,غزل ويسد رحين,0
7302,منيرة أجاويد ضاري,1
7303,يهلآمس عمران هل,0
7304,لمى عون معد,0
7305,فرح صائن سداد,1
7306,الحبيب كليم ضيف,1
7307,فائقة احظف شدءي,0
7308,منة ساهد حرجؤاب,0
7309,حسني أوس غلام,1
7310,شامخ شاهر حصيف,1
7311,مبرو زصطدام عمدا,0
7312,فائقة اف إشئديد,0
7313,شيبة عبدالعليم عراب,1
7314,ساعف ضرام قتيبة,1
7315,صملةح صلاح ؤههي,0
7316,فئقا حافظ دشدي,0
7317,ليال عبدالمطلب صائن,1
7318,مطيعة أجاويد منيع,1
7319,عبدالجميل ريان نظمي,1
7320,مها طامح رباح,1
7321,عائض محرز ساجي,1
7322,ائفقة فظ نشديذد,0
7323,آدم ساجي جميل,1
7324,عبدالوهاب قاسم شفيع,1
7325,بد عبدالقيوم نإزيضهة,0
7326,أغآرد غضنفر حفص,0
7327,ودنا فهد عز,0
7328,رشق دمكر رفثازعي,0
7329,هدى ءاحر يفيض,0
7330,سديم زاكي اظرف,0
7331,تئقة احظف شديد,0
7332,أعسر فتحي شيبة,1
7333,فاة افحظ طشدءيد,0
7334,فائقة حنفظ دشدي,0
7335,فجر رزين ضياء,1
7336,فةاؤئقة حافظ دد,0
7337,شديد مساعد متعب,1
7338,زاخر نوفل جبر,1
7339,صبا هائل داود,1
7340,حجاب أرغد عبدالمنان,1
7341,راكان محبوب أبو بكر,1
7342,رسول عدنان عبيدة,1
7343,أيرث شعقحلة وف,0
7344,حنأن شراه برد,0
7345,فاق كحافضظ شديد,0
7346,وسن تري نصاذئل,0
7347,شفيق عقال حزم,1
7348,ماهرة مغيرة هانئ,1
7349,فائقة حظ هدشدعي,0
7350,فائقة افحظ شديد,0
7351,سلمان معتضد عبدالوهاب,1
7352,فائقة سحعافظ شد,0
7353,صفاغئقة حظ شديد,0
7354,فائقة حتاةفظ يش,0
7355,رائض ناشر عبدالعزيز,1
7356,عبدالحق حسن سعيد,1
7357,سامح جندل ناهض,1
7358,رجاء خضر عمر,1
7359,رفيف شطاطمح بط,0
7360,ميا زعهر صائن,0
7361,نيد عنترة أغخلإب,0
7362,ظفير مشرف غوث,1
7363,شمس الدين أدهم أبلج,1
7364,أهيم نشأت فتوح,1
7365,لذة نديم داوود,1
7366,فائقة حظءظ دشدي,0
7367,دىيءما زربي لم,0
7368,بيع طفني خؤلثيل,0
7369,ذاكر حمدون مفتاح,1
7370,هدنلصا ثما كنان,0
7371,أرر عققعا هجكابر,0
7372,زهجإورة مدرك وم,0
7373,ائق حافظ جشديءد,0
7374,عمر غلام قداح,1
7375,مركدة فز ىنعمعت,0
7376,زهراء طفيق ناهض,0
7377,هانئة هود ميلاد,1
7378,ممري كاسب أطام,0
7379,سمعان ربيح قسيم,1
7380,سكينة ناظم ماضي,1
7381,ريتال أعسر هاشم,1
7382,أماني معصوم عيد,1
7383,روابي هود جساس,1
7384,فائقة حفظا آشدد,0
7385,كنزى رلئا ربيع,0
7386,أغيد قادر عائض,1
7387,فائ حافظ هدآشدي,0
7388,أفائقاة حافظ يد,0
7389,سديم ناصر هيهب,0
7390,افتخار كامل دعيج,1
7391,رنا عاطف دريد,1
7392,شامخ قيس كامل,1
7393,ضاوي أحنف مرسي,1
7394,عجاج أويس علاء الدين,1
7395,لصاإبدي يحيى نوفل,0
7396,خليل معاذ عقال,1
7397,غالي عبدالفتاح عازم,1
7398,لؤلؤة نضال قداح,1
7399,رامي كليم عبدالرحمن,1
7400,عاطفة نديم طلال,1
7401,سهاد معطي صبيح,1
7402,رافقة صمصام طاهر,1
7403,عبدالرشيد قتيبة إبراهيم,1
7404,نصر سيف نمءك,0
7405,فائقة سحلافظ يد,0
7406,بانة قثم ثسيع,0
7407,بارح مخلص مبرور,1
7408,إخلاص منصور ذبيان,1
7409,عبير جبر عبدالمنعم,1
7410,ريماس مسلمة سعد,1
7411,آمؤل حزم شوقي,0
7412,لجين ةسائهد يسر,0
7413,نادية تم مرلحعب,0
7414,لذة إحسان منان,1
7415,عدوان فادي رزين,1
7416,ادفدئةق حافظ شد,0
7417,أحنف حنظلة زيدان,1
7418,روضة عبدالمنعم غالب,1
7419,عماد محبوب مرزوق,1
7420,اقة سحاةفظ شديد,0
7421,بهيجة فادي مروان,1
7422,فتيحة ثائب محيا,1
7423,نج علي ئإساةقح,0
7424,فواءئقة اظ دشدي,0
7425,رأجا خليوي ضنحشمي,0
7426,فائبقغة حافظ دش,0
7427,عائشة اشرم زكريا,0
7428,وفيق حايع ارقةي,0
7429,غزل غالي شفيق,1
7430,فائقة حافظ شإده,0
7431,ؤائق احظف شديد,0
7432,أمارة شهم مخلف,1
7433,طعة قمنر عودأيل,0
7434,رديف عقال تركي,1
7435,عمي كريم زامكصي,0
7436,فاقة حافظ يشدد,0
7437,عبدالشكور وفيق رفيع,1
7438,رفيق ساعد نصوح,1
7439,طامحة عبدالحق حجر,1
7440,انهئة عايس خضر,0
7441,فائقة خفحص شديد,0
7442,افئةق حافظ شءدد,0
7443,أيمن بديع عراب,1
7444,جد ءفسياةغن سهاد,0
7445,رديف عجرم ساعد,1
7446,فقة حافظ ضشديدد,0
7447,عكلة ذياب شبل,1
7448,بليغة إروة غماور,0
7449,شكادءي اد عهد,0
7450,فائقة حافظ ششيد,0
7451,مروة غالب أغيد,1
7452,أام زكريا رثيهبغ,0
7453,فاطمة جأخطإب كي,0
7454,إنصاف مازن منذر,1
7455,سمر بعدلاله يتىر,0
7456,فائقة أشهم اجهد,0
7457,سعد مشاري نبيل,1
7458,تفئة حافظ شديد,0
7459,اجبتهاؤد كميت بلافتا,0
7460,افة حئافذظ شديد,0
7461,مبروكة آدم ظفار,1
7462,عبداللطيف شكري ابراهيم,1
7463,إيثار عبدالرقيب قطامي,1
7464,ماهة لطعفيي سل,0
7465,تارا مروان سامي,1
7466,ضياء حزم محيا,1
7467,عبداللطيف لطفي عراد,1
7468,راكان منتصر خطاب,1
7469,كريمة هشضي فخري,0
7470,شوق فون اظنءجد,0
7471,فئة حاوفؤظ دشدي,0
7472,إكليل أمجد مقتدي,1
7473,مساعدة كعإاءةش قم,0
7474,عمرو لطيف نايف,1
7475,نشوى ثنيان ساري,1
7476,عبدالباقي قتادة فرحات,1
7477,ئفائنقة حا شديد,0
7478,رائد بليغ عبدالوهاب,1
7479,بهيج مهيب غالب,1
7480,شوقي عبدالملك عبدالحق,1
7481,رابح إيهاب فتاح,1
7482,نى قيأبءو طلال,0
7483,نجوانة شكور فواز,1
7484,فائقة حا كشدؤيد,0
7485,رضوان منتظر سرمد,1
7486,وعة هويار ذأندعم,0
7487,فائقة حفؤظ شديد,0
7488,امظا كعب سبع,0
7489,فائ أحاافظ يشدد,0
7490,رولا سعد عبدالمطلب,1
7491,عبدالعزيز ليث فاروق,1
7492,ناشئة رغال هواري,1
7493,إباء أرغد مصلح,1
7494,رحيق راجح ناشد,1
7495,كءبريى أق سرمد,0
7496,رؤى حسون يكما,0
7497,باسم زايد مراد,1
